Dependents,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome_Log,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban
0,128.0,360.0,1,1,8.674196940225903,True,False,False,False,False,True
1,128.0,360.0,1,0,8.714731714015052,True,True,False,False,False,False
0,66.0,360.0,1,1,8.006700845440367,True,True,False,True,False,True
0,120.0,360.0,1,1,8.505525386548555,True,True,True,False,False,True
0,141.0,360.0,1,1,8.699681400989514,True,False,False,False,False,True
2,267.0,360.0,1,1,9.170975648453906,True,True,False,True,False,True
0,95.0,360.0,1,1,8.25582842728183,True,True,True,False,False,True
3,158.0,360.0,0,0,8.61993026886735,True,True,False,False,True,False
2,168.0,360.0,1,1,8.618485442898109,True,True,False,False,False,True
1,349.0,360.0,1,0,10.077860939480908,True,True,False,False,True,False
2,70.0,360.0,1,1,8.268988209506656,True,True,False,False,False,True
2,109.0,360.0,1,1,8.375860015299594,True,True,False,False,False,True
2,200.0,360.0,1,1,9.32188174670909,True,True,False,False,False,True
0,114.0,360.0,1,0,8.454040376410969,True,False,False,False,False,False
2,17.0,120.0,1,1,7.777373602657861,True,True,False,False,False,True
0,125.0,360.0,1,1,8.507344855361422,True,False,False,False,False,True
1,100.0,240.0,1,1,8.187855443695623,True,False,True,False,False,True
0,76.0,360.0,0,0,8.163656176168432,False,False,False,False,False,True
0,133.0,360.0,1,0,8.494538500851432,True,True,True,False,False,False
0,115.0,360.0,1,1,8.716207971151853,True,True,False,False,False,True
0,104.0,360.0,0,0,8.94389780251682,True,True,True,False,False,True
1,315.0,360.0,1,1,9.357121103184378,True,True,False,False,False,True
0,116.0,360.0,0,0,8.414495793177895,True,True,True,False,True,False
2,112.0,360.0,0,0,8.572249397164315,True,True,True,False,False,False
1,151.0,360.0,1,0,8.80131894766524,True,True,False,False,True,False
0,191.0,360.0,1,1,9.165447603085447,True,True,False,True,True,False
0,122.0,360.0,1,1,8.527737405291909,True,True,False,False,True,False
2,110.0,360.0,1,1,8.569216219483389,True,True,True,False,False,True
0,35.0,360.0,1,0,7.274479558773871,True,False,True,False,False,True
2,120.0,360.0,1,1,8.671458150427666,False,False,False,False,True,False
1,201.0,360.0,1,0,8.927446816256198,True,True,False,False,False,True
0,74.0,360.0,1,0,8.060855752934316,True,False,False,False,False,True
1,106.0,360.0,1,0,8.453827315794417,True,False,False,True,False,False
0,114.0,360.0,1,1,8.550241045462437,True,True,False,False,True,False
3,320.0,360.0,1,0,9.648659816955295,True,False,False,False,False,False
0,128.0,360.0,1,1,8.376320632534823,True,True,False,False,False,True
0,100.0,360.0,0,0,8.058010800802085,True,True,False,False,False,True
0,144.0,360.0,1,1,8.5422759717837,False,True,False,False,True,False
0,184.0,360.0,1,1,9.339349052539717,True,False,False,False,False,True
0,110.0,360.0,1,1,8.597297435657898,True,False,True,False,True,False
0,80.0,360.0,1,0,8.188966863648876,True,False,False,False,False,True
0,47.0,360.0,1,1,8.01102337918644,True,False,False,False,False,True
0,75.0,360.0,1,1,7.783640596221253,True,True,False,False,False,True
0,134.0,360.0,1,1,8.744806737401898,True,True,False,False,True,False
0,96.0,360.0,1,1,8.454466361507933,True,True,True,True,False,True
0,88.0,360.0,1,1,8.134760782418645,False,False,False,False,False,True
1,44.0,360.0,1,1,8.639410824140487,True,True,False,False,False,True
0,144.0,360.0,1,1,8.669399124305569,True,True,False,False,False,True
0,120.0,360.0,0,0,8.713746330456916,False,True,False,False,False,True
0,144.0,360.0,1,1,8.744488113852924,False,False,False,False,True,False
0,100.0,360.0,1,1,8.181160858023409,False,True,True,False,True,False
0,120.0,360.0,1,1,8.034955024502159,False,False,False,False,True,False
0,112.0,360.0,1,0,8.350193650720067,False,False,False,False,True,False
2,134.0,360.0,1,0,8.43750042250699,True,True,False,False,False,True
1,286.0,360.0,0,0,9.350189267092581,False,True,False,True,False,True
2,97.0,360.0,1,1,8.262558973010657,True,True,False,False,True,False
0,96.0,360.0,1,1,8.222553638396958,True,True,False,False,True,False
0,135.0,360.0,1,0,8.624611588183507,True,True,False,False,False,False
1,180.0,360.0,1,1,9.242904362849446,True,True,False,False,False,True
2,144.0,360.0,1,1,8.735042754269337,True,True,True,False,False,True
0,120.0,360.0,1,1,8.747828608488742,True,True,False,False,False,True
3,99.0,360.0,1,1,8.016317898503415,True,True,False,False,False,True
0,165.0,180.0,0,0,8.70930004894499,True,True,True,True,False,False
1,128.0,360.0,0,0,8.506334448081361,True,True,False,False,False,False
0,116.0,360.0,0,0,8.334951631422454,False,False,False,False,True,False
0,258.0,360.0,1,0,9.242032818708672,True,True,False,False,True,False
0,126.0,180.0,0,0,8.604287898267172,True,False,True,False,False,True
1,312.0,360.0,1,1,9.282754052485227,True,True,False,False,False,True
3,125.0,60.0,1,1,8.867990898182093,True,True,True,True,False,True
0,136.0,360.0,0,0,8.366602832783736,False,False,False,False,True,False
0,172.0,360.0,1,1,8.744328763999984,True,True,False,False,False,True
2,97.0,360.0,1,1,8.229777750081887,True,True,True,True,True,False
0,81.0,300.0,1,1,8.160803920954665,True,False,False,False,True,False
3,95.0,360.0,0,0,8.467162257810672,True,True,True,False,True,False
3,187.0,360.0,1,1,8.859505484519133,True,True,False,True,True,False
0,113.0,480.0,1,0,8.229777750081887,True,False,False,False,False,True
0,176.0,360.0,1,0,9.04793908261736,True,False,False,False,False,True
1,110.0,360.0,1,0,8.299783171949787,True,True,False,True,False,True
3,180.0,300.0,0,0,8.877381954654766,True,True,False,False,True,False
3,130.0,360.0,1,1,8.612503371220562,True,True,True,True,True,False
0,111.0,360.0,1,1,8.255048902752295,False,False,False,False,True,False
1,128.0,360.0,1,1,7.78155595923534,True,True,False,True,True,False
2,167.0,360.0,1,0,8.089482474360754,False,True,False,False,False,True
0,265.0,360.0,1,0,9.018089684104343,True,True,False,False,True,False
1,50.0,240.0,1,1,8.291295851905407,True,True,False,False,False,True
0,136.0,360.0,1,1,8.496582237512113,True,False,False,False,True,False
2,99.0,360.0,1,1,8.58185670474196,True,True,True,False,True,False
0,104.0,360.0,1,1,8.437933510430605,True,True,False,False,True,False
0,210.0,360.0,1,1,9.055672891964043,True,False,False,False,False,True
0,175.0,360.0,1,1,9.196545660953994,True,True,False,False,True,False
0,131.0,360.0,1,1,8.675734219544788,True,True,False,False,True,False
2,188.0,180.0,1,1,9.384713758920963,True,True,False,False,True,False
2,81.0,360.0,1,1,8.535818655539403,True,True,True,False,False,True
0,122.0,360.0,1,1,8.327000740241713,True,False,False,False,True,False
0,25.0,120.0,1,1,8.19450550976564,True,False,True,False,True,False
0,128.0,360.0,1,0,8.82217476094608,True,False,False,False,False,True
0,137.0,360.0,1,1,8.473659189392508,False,True,False,False,True,False
0,50.0,360.0,1,1,7.99799931797973,True,True,False,False,True,False
0,115.0,180.0,1,1,8.340217320947035,True,True,True,False,True,False
0,131.0,360.0,1,1,8.575650760987806,True,True,False,False,True,False
2,133.0,180.0,1,1,8.929567707825337,True,True,True,False,False,True
0,151.0,360.0,1,1,9.065314599925925,True,False,False,False,True,False
0,128.0,360.0,1,1,9.521568058002977,True,True,False,False,False,True
0,128.0,360.0,1,1,9.01627006814768,True,True,False,False,True,False
0,160.0,360.0,1,1,8.427487278331744,True,True,False,False,False,True
1,100.0,360.0,1,1,8.314587291319576,True,True,False,False,False,True
2,225.0,360.0,1,1,9.436997742590188,True,True,False,False,False,True
0,120.0,360.0,1,0,8.900276348631271,True,False,True,False,False,False
2,216.0,360.0,0,0,8.909370405197466,True,True,False,False,False,True
3,94.0,480.0,1,1,7.946617563244473,True,True,True,False,True,False
0,136.0,360.0,1,1,8.57866451350434,True,False,False,False,False,True
0,139.0,360.0,1,1,8.56845648535378,False,True,False,False,True,False
0,152.0,360.0,0,0,8.947285869349132,True,True,True,False,False,False
1,128.0,360.0,1,1,8.916237731721479,False,False,False,True,True,False
0,118.0,360.0,1,1,8.527341522468053,True,False,False,False,True,False
1,185.0,180.0,1,1,9.5876803163585,True,True,False,False,False,False
0,154.0,360.0,1,1,8.603554357064281,False,True,False,False,True,False
1,85.0,360.0,1,1,8.19229373114764,True,True,False,False,False,True
0,175.0,360.0,1,0,8.95040315983296,True,True,False,False,False,False
0,259.0,360.0,1,1,9.250426095515468,False,False,False,False,False,True
0,180.0,360.0,1,1,9.028218795184895,True,True,False,False,False,False
0,44.0,360.0,1,1,8.334951631422454,False,False,False,False,True,False
0,137.0,360.0,0,1,9.316320695513415,False,False,False,False,True,False
2,81.0,360.0,1,1,7.992268643270745,True,True,False,False,True,False
0,194.0,360.0,1,1,8.750683034784592,True,True,True,False,False,False
0,93.0,360.0,1,1,8.214194414852564,False,False,False,False,False,False
3,370.0,360.0,1,1,10.077608912764743,True,True,False,False,False,False
0,128.0,360.0,1,1,8.613593685702552,True,False,False,False,False,False
1,160.0,180.0,0,0,9.572480355345974,True,True,False,True,False,True
0,182.0,360.0,1,0,9.065314599925925,True,True,False,False,False,False
0,650.0,480.0,1,1,9.911802884139842,True,False,False,True,False,True
0,74.0,360.0,1,1,8.279950715722526,True,False,False,False,False,True
0,70.0,360.0,1,1,7.908019444632471,True,False,False,False,True,False
0,25.0,120.0,1,1,8.14902386805177,True,True,False,True,True,False
0,102.0,360.0,1,1,8.496173824192162,True,False,False,False,True,False
3,290.0,360.0,1,0,9.371693622333941,True,True,False,False,True,False
0,84.0,360.0,1,0,8.430327258394575,False,True,False,False,False,False
2,88.0,360.0,1,1,8.827174771362785,True,True,False,True,False,True
0,242.0,360.0,0,0,9.615805480084347,True,False,False,False,True,False
2,129.0,360.0,1,0,8.636042325254618,True,True,True,False,False,False
2,185.0,360.0,1,0,8.871505346165781,True,True,False,False,False,False
0,168.0,360.0,1,1,8.59748202264504,True,False,False,False,False,True
0,175.0,180.0,1,1,8.846640813100485,True,False,False,True,True,False
0,122.0,360.0,1,1,8.462314529906248,True,True,False,False,True,False
2,187.0,180.0,1,1,9.3722891389622,True,True,False,False,False,True
0,100.0,360.0,1,1,8.827174771362785,False,True,False,False,True,False
2,70.0,360.0,1,1,9.60689927061335,False,True,False,False,False,True
1,30.0,360.0,1,1,7.994294986415977,True,True,False,False,False,True
0,225.0,360.0,1,0,9.364519622823858,False,False,False,False,False,False
0,125.0,360.0,1,1,8.646641258603124,True,True,False,False,True,False
0,118.0,360.0,0,0,8.744806737401898,True,False,False,False,False,False
0,152.0,360.0,1,1,8.75273950944749,True,True,False,True,False,False
0,244.0,360.0,1,0,9.123365357961776,True,False,False,False,False,True
2,113.0,360.0,1,0,7.732807530422021,True,True,True,False,False,False
0,50.0,360.0,1,1,8.08794755464267,True,False,False,False,False,True
3,600.0,180.0,0,1,10.596634733096073,True,True,False,False,True,False
1,160.0,360.0,1,1,8.699681400989514,True,True,False,False,False,False
1,187.0,360.0,1,1,9.163143937145207,True,True,False,False,False,True
0,120.0,360.0,1,1,8.529911963824013,True,False,False,False,False,False
0,255.0,360.0,1,1,9.231024963169016,True,True,False,False,True,False
0,98.0,360.0,1,1,7.974188669286011,True,True,True,False,True,False
0,275.0,360.0,1,0,8.978912601074276,True,True,False,False,False,True
1,121.0,360.0,0,0,8.382518288089635,True,True,False,False,True,False
2,158.0,360.0,1,1,8.633196867172543,True,True,False,False,False,False
0,75.0,180.0,1,1,9.140347000155648,True,True,False,False,False,True
0,182.0,360.0,1,1,8.835501457409778,True,True,False,False,False,False
0,112.0,360.0,1,0,8.430327258394575,False,True,False,False,False,False
0,129.0,360.0,1,1,8.660947155060933,True,True,False,False,False,False
0,63.0,480.0,0,0,7.71333788887187,True,False,False,False,True,False
2,200.0,360.0,1,1,8.987321812850125,True,True,False,False,True,False
0,95.0,360.0,1,1,8.185907481482324,True,True,True,False,False,False
3,700.0,300.0,1,1,10.85445020594156,True,True,False,False,False,True
3,81.0,180.0,1,0,8.167068178341237,True,True,True,False,False,False
0,187.0,360.0,1,1,9.335562336729565,True,True,False,False,True,False
0,87.0,360.0,1,0,8.533263371593732,True,True,True,True,True,False
0,116.0,360.0,1,1,8.60557030203365,True,True,False,False,False,False
2,101.0,360.0,1,1,8.206583614320753,True,True,False,False,False,False
3,495.0,360.0,0,0,9.73014555852275,True,True,False,False,True,False
1,116.0,360.0,1,1,8.229777750081887,True,True,False,False,True,False
0,102.0,480.0,0,0,8.23880116587155,True,False,True,False,False,True
1,180.0,360.0,0,0,9.521568058002977,True,True,False,False,False,True
0,67.0,360.0,1,0,8.850804195756417,True,False,False,False,False,False
0,73.0,180.0,1,1,8.434028950155469,True,True,False,False,True,False
1,260.0,360.0,1,0,10.429605648120413,True,True,False,False,True,False
0,108.0,360.0,1,1,8.195885391314796,False,True,False,False,True,False
0,120.0,360.0,1,1,10.6896240399389,True,True,False,True,True,False
1,66.0,300.0,0,0,7.68662133494462,True,True,False,True,False,False
0,58.0,360.0,1,1,8.416709652837914,True,True,False,False,False,False
0,168.0,360.0,1,1,8.694669696546992,True,True,False,True,False,False
0,188.0,180.0,1,1,9.140883106960962,True,True,False,False,False,False
0,48.0,360.0,1,1,8.494129251817686,True,False,True,False,False,False
0,164.0,360.0,1,0,9.392745258631441,True,False,False,False,True,False
0,160.0,360.0,1,0,8.705165419719007,True,True,True,False,False,True
0,76.0,360.0,1,1,8.258163361537619,True,False,False,False,True,False
0,120.0,360.0,1,1,8.340933226000878,True,False,False,False,False,False
1,170.0,360.0,1,0,8.64979915596426,True,True,False,False,True,False
0,187.0,360.0,1,1,9.399637542506563,True,False,False,False,False,False
0,120.0,360.0,1,1,8.360071435644025,False,False,True,False,False,True
0,113.0,360.0,1,1,8.73761303680885,False,True,False,False,True,False
0,83.0,360.0,1,0,9.305741456739435,True,False,False,True,False,True
1,90.0,360.0,1,1,8.537191877922927,True,True,True,False,True,False
2,166.0,360.0,0,1,8.501876487304344,True,False,False,False,True,False
3,128.0,180.0,1,0,8.292298107063221,True,True,True,False,False,True
1,135.0,360.0,1,1,8.430327258394575,True,True,True,False,False,True
2,124.0,360.0,1,1,8.273336598504486,True,True,True,False,True,False
0,120.0,360.0,1,1,8.391403185357937,False,False,True,False,True,False
0,80.0,360.0,1,1,8.08487062913819,False,False,False,False,False,True
0,55.0,360.0,1,1,8.780633799494984,True,False,True,False,False,False
0,59.0,360.0,1,1,7.8160138391590275,True,False,False,False,False,True
0,127.0,360.0,1,0,8.137103389639302,True,False,False,False,True,False
0,214.0,360.0,1,0,9.210440366976517,False,False,False,False,True,False
3,128.0,360.0,0,0,8.45126704130007,True,True,False,False,True,False
1,240.0,360.0,1,1,8.960339366492091,True,True,False,True,False,True
3,130.0,360.0,1,1,8.648922962094131,True,True,True,True,False,False
0,137.0,360.0,1,1,8.731497794063243,True,True,False,False,False,True
3,100.0,360.0,1,1,8.483429561263428,True,True,True,False,True,False
0,135.0,360.0,1,0,7.576097340623111,True,True,False,False,False,False
0,131.0,360.0,1,1,8.613048677059759,True,True,False,False,True,False
2,72.0,360.0,0,0,8.517393171418904,True,True,False,False,True,False
2,127.0,360.0,1,1,8.80492526261806,False,True,False,False,True,False
0,60.0,360.0,0,0,7.706162970199576,True,True,False,False,False,True
2,116.0,360.0,1,1,8.652947112393857,True,True,False,False,True,False
0,144.0,360.0,1,1,8.659213451436667,True,False,False,False,True,False
0,175.0,360.0,1,1,9.058237593766226,True,True,False,False,True,False
0,128.0,360.0,1,1,8.740496729931813,True,True,False,False,True,False
0,170.0,360.0,1,0,8.086717920303906,True,True,False,False,False,False
0,138.0,360.0,1,0,8.462948176563842,True,True,True,True,False,True
2,210.0,360.0,1,1,8.980423936374544,True,True,False,False,True,False
0,158.0,480.0,1,1,8.46779284112111,True,True,False,False,True,False
0,200.0,360.0,1,1,8.764209507142004,True,False,False,True,False,False
1,104.0,360.0,1,1,8.422003004412488,True,True,False,False,True,False
0,42.0,180.0,1,1,8.220672170297252,True,True,False,False,False,False
0,120.0,360.0,1,1,8.663542087751374,True,False,True,False,False,False
0,280.0,360.0,1,1,9.0280988119824,False,False,False,False,True,False
1,140.0,360.0,1,1,8.504107951867582,True,True,False,False,True,False
1,170.0,360.0,1,1,8.818926087090677,True,True,False,False,False,False
0,255.0,360.0,1,0,8.656433258507741,True,True,False,False,False,True
0,122.0,360.0,1,1,8.150179269682326,False,False,False,True,False,True
1,112.0,360.0,1,1,8.246171559857563,False,False,False,False,False,False
1,96.0,360.0,1,1,8.106514516255185,True,True,False,False,True,False
2,120.0,360.0,1,1,9.289151552400472,True,True,False,False,False,False
1,140.0,180.0,1,0,8.410498452745275,True,True,True,False,False,True
0,155.0,60.0,1,1,9.067277989134345,True,False,False,False,False,True
2,108.0,360.0,1,1,8.929435283803425,True,True,False,True,False,False
0,123.0,360.0,1,1,8.964951211714654,True,True,True,False,True,False
0,120.0,180.0,1,0,9.248021438943871,True,False,False,True,False,True
2,112.0,360.0,1,1,9.180293450623886,True,True,False,False,False,True
1,137.0,180.0,1,1,8.796187635470453,True,True,True,False,False,True
1,123.0,480.0,1,1,8.460834457746854,True,True,False,False,True,False
0,90.0,360.0,1,1,8.210124405164267,True,True,False,False,False,True
0,201.0,360.0,0,0,8.62317351495347,True,True,True,False,True,False
2,138.0,360.0,1,0,8.13973227971767,False,False,False,False,False,True
0,104.0,360.0,1,1,8.46611040118692,True,False,True,True,False,False
1,279.0,180.0,1,1,9.186355009225672,True,True,True,False,True,False
0,192.0,360.0,0,0,9.69590972432601,True,False,False,True,False,True
3,255.0,360.0,1,1,8.03398273468322,False,False,False,False,False,False
0,115.0,360.0,0,0,8.707152175339404,True,False,True,False,False,False
3,94.0,360.0,1,0,8.566173813637858,True,True,False,False,False,True
0,304.0,360.0,1,0,9.728181330636078,True,True,False,False,False,False
3,128.0,360.0,1,0,8.503499864284235,True,True,True,False,True,False
1,330.0,360.0,1,1,9.24319470884713,True,True,False,False,False,True
0,134.0,360.0,1,1,8.35936910622267,True,False,False,False,True,False
1,155.0,36.0,1,0,8.155362120328135,False,False,False,False,True,False
0,120.0,360.0,1,1,8.881975184248867,False,False,False,False,False,False
0,128.0,360.0,1,1,8.550047528287184,True,False,False,True,True,False
0,151.0,360.0,1,1,8.928375259853631,True,False,False,False,False,False
2,150.0,360.0,1,1,8.715388097366482,True,True,False,False,True,False
3,160.0,360.0,0,1,8.723394022000136,True,True,False,False,False,True
0,135.0,360.0,1,0,8.137103389639302,False,False,False,False,False,False
1,90.0,360.0,1,1,8.39773375137891,False,False,False,False,False,True
0,30.0,360.0,1,1,8.08271113423758,False,False,False,False,False,True
0,136.0,360.0,1,1,9.318925682389624,True,True,False,False,False,True
0,126.0,360.0,1,1,8.453401058328458,True,False,False,False,False,False
0,150.0,360.0,1,1,8.485496104672983,True,True,False,False,True,False
2,90.0,360.0,1,1,8.268988209506656,True,True,False,False,True,False
1,115.0,360.0,1,1,8.432288684325794,True,True,False,False,True,False
0,207.0,360.0,1,1,8.891236429516061,True,True,False,False,True,False
0,80.0,360.0,1,1,8.390268497842571,True,True,False,False,False,True
0,436.0,360.0,1,1,9.5876803163585,True,True,False,False,True,False
0,124.0,360.0,1,1,8.31898612539206,False,True,True,False,False,False
1,158.0,360.0,0,0,8.776475789346321,True,False,True,True,False,True
0,112.0,360.0,1,1,8.461257559085935,True,True,False,False,True,False
2,78.0,180.0,1,1,8.097973923364721,True,True,False,False,False,True
0,54.0,360.0,1,1,8.154212694914229,False,False,False,False,False,True
0,128.0,360.0,1,0,9.936341889407075,True,True,False,False,False,False
0,89.0,360.0,1,1,8.734238184268579,True,False,False,False,False,False
0,99.0,300.0,1,0,8.370547611074752,False,False,False,True,True,False
0,120.0,360.0,1,1,8.649098262296176,True,True,False,False,False,False
0,115.0,360.0,1,1,8.324821298768782,False,False,False,False,True,False
0,187.0,360.0,1,1,9.159993997539445,True,False,False,False,False,False
0,139.0,360.0,1,1,8.61104776688786,True,True,False,False,False,False
2,127.0,360.0,0,0,8.38958706681109,True,True,False,False,True,False
2,134.0,360.0,1,1,8.458292083496076,True,True,False,False,False,True
0,143.0,480.0,0,0,8.59748202264504,False,False,False,False,False,True
0,172.0,360.0,1,1,8.651374372882257,True,True,False,False,True,False
3,110.0,360.0,1,1,8.64241515616962,True,True,False,False,False,True
1,200.0,360.0,1,1,8.83579236650274,True,True,False,False,True,False
1,135.0,360.0,1,1,8.448271745949816,False,True,False,False,False,True
0,151.0,480.0,1,0,8.928242677818302,False,False,False,False,False,False
1,113.0,360.0,1,0,8.505120610181969,True,True,False,False,False,True
0,93.0,360.0,0,0,8.462737005620179,True,True,True,False,False,True
0,105.0,360.0,1,1,8.439447842791385,True,True,True,False,True,False
0,132.0,360.0,1,1,8.517393171418904,False,False,False,False,False,False
1,96.0,360.0,1,1,8.14002395246292,True,True,False,False,False,True
0,140.0,360.0,1,1,8.77971129020447,True,False,False,False,False,False
